57.400594,129.46931
0.436523,1.26465
0.436523,1.26465
0.436524,1.26465
0.436523,1.26465
0.436523,0.38769
0.436524,0.3877
0.436524,0.3877
0.436523,0.38769
0.436523,-0.46973
0.436524,-0.46972
0.436524,-0.46973
0.436523,-0.46973
0.436523,-1.26074
0.436524,-1.26074
0.436524,-1.26075
0.436523,-1.26074
0.436523,-1.9414
0.436523,-1.94141
0.436524,-1.9414
0.436523,-1.94141
0.436524,-2.47754
0.436523,-2.47754
0.436523,-2.47754
0.436524,-2.47754
0.436524,-2.84472
0.436523,-2.84473
0.436523,-2.84472
0.436524,-2.84473
0.436523,-3.031251
0.436524,-3.031251
0.436524,-3.031252
0.436523,-3.031251
0.4375,-3.03418
0.4375,-3.034179
0.4375,-3.03418
0.4375,-3.03418
0.436523,-2.862304
0.436523,-2.862305
0.436524,-2.862304
0.436523,-2.862305
0.436523,-2.533203
0.436524,-2.533203
0.436524,-2.533204
0.436523,-2.533203
0.436524,-2.073242
0.436523,-2.073242
0.436523,-2.073243
0.436524,-2.073242
0.436524,-1.516601
0.436523,-1.516602
0.436523,-1.516601
0.436524,-1.516602
0.436523,-0.897461
0.436523,-0.897461
0.436524,-0.897461
0.436523,-0.897461
0.436523,-0.256836
0.436524,-0.256835
0.436524,-0.256836
0.436523,-0.256836
0.436523,0.368164
0.436524,0.368164
0.436524,0.368164
0.436523,0.368164
0.436523,0.942383
0.436524,0.942383
0.436524,0.942382
0.436523,0.942383
0.436523,1.436524
0.436523,1.436523
0.436524,1.436524
0.436523,1.436523
0.436524,1.822266
0.436523,1.822265
0.436523,1.822266
0.436524,1.822265
0.436524,2.086914
0.436523,2.086915
0.436523,2.086914
0.436524,2.086914
0.436523,2.216797
0.436524,2.216797
0.436524,2.216796
0.436523,2.216797
0.436523,2.213867
0.436523,2.213868
0.436524,2.213867
0.436523,2.213867
0.436524,2.082031
0.436523,2.082032
0.436524,2.082031
0.436523,2.082031
0.436524,1.838867
0.436523,1.838868
0.436523,1.838867
0.436524,1.838867
0.436523,1.499024
0.436527,1.499025
0.43652,1.499024
0.43652,1.499024
0.43652,1.08984
0.43653,1.08985
0.43652,1.08984
0.43653,1.08984
0.43652,0.63672
0.43652,0.63672
0.43653,0.63672
0.43652,0.63672
0.43652,0.16797
0.43653,0.16797
0.43653,0.16796
0.43652,0.16797
0.43652,-0.28711
0.43652,-0.28711
0.43653,-0.28711
0.43652,-0.28711
0.43652,-0.70508
0.43653,-0.70507
0.43652,-0.70508
0.43652,-0.70508
0.43652,-1.06152
0.43653,-1.06152
0.43652,-1.06153
0.43653,-1.06152
0.43652,-1.340821
0.43652,-1.340821
0.43653,-1.340821
0.43652,-1.340821
0.43652,-1.530273
0.43652,-1.530273
0.43653,-1.530274
0.43652,-1.530273
0.43652,-1.621094
0.43653,-1.621093
0.43652,-1.621094
0.43653,-1.621094
0.43652,-1.614258
0.43652,-1.614258
0.43653,-1.614258
0.43652,-1.614258
0.43652,-1.515625
0.43653,-1.515625
0.43652,-1.515625
0.43653,-1.515625
0.43652,-1.333984
0.43652,-1.333984
0.43653,-1.333985
0.43652,-1.333984
0.43652,-1.083008
0.43652,-1.083007
0.43653,-1.083008
0.43652,-1.083008
0.43652,-0.783203
0.43653,-0.783203
0.43652,-0.783204
0.43653,-0.783203
0.43652,-0.451172
0.43652,-0.451171
0.43653,-0.451172
0.43652,-0.451172
0.43652,-0.109375
0.43652,-0.109375
0.43653,-0.109375
0.43652,-0.109375
0.43652,0.222656
0.43653,0.222657
0.43652,0.222656
0.43653,0.222656
0.43652,0.527344
0.43652,0.527344
0.43653,0.527343
0.43652,0.527344
0.43652,0.785156
0.43653,0.785157
0.43652,0.785156
0.43653,0.785156
0.43652,0.986328
0.43652,0.986328
0.43653,0.986328
0.43652,0.986328
0.43652,1.121094
0.43652,1.121094
0.43653,1.121093
0.43652,1.121094
0.43652,1.185547
0.43653,1.185547
0.43652,1.185547
0.43653,1.185547
0.43652,1.177734
0.43652,1.177735
0.43653,1.177734
0.43652,1.177734
0.43652,1.102539
0.43653,1.102539
0.43652,1.102539
0.43652,1.102539
0.43653,0.967774
0.43652,0.967773
0.43653,0.967774
0.43652,0.967773
0.43652,0.783203
0.43653,0.783204
0.43652,0.783203
0.43652,0.783203
0.43653,0.561523
0.43652,0.561524
0.43653,0.561523
0.43652,0.561523
0.43652,0.319336
0.43653,0.319336
0.43652,0.319336
0.43652,0.319336
0.43652,0.06934
0.43653,0.06934
0.43652,0.06934
0.43652,0.06934
0.43653,-0.171875
0.43652,-0.171875
0.43653,-0.171875
0.43652,-0.171875
0.43652,-0.392578
0.43653,-0.392578
0.43652,-0.392579
0.43652,-0.392578
0.43652,-0.581054
0.43653,-0.581055
0.43652,-0.581054
0.43652,-0.581055
0.43653,-0.725586
0.43652,-0.725586
0.43653,-0.725586
0.43652,-0.725586
0.43652,-0.822266
0.43653,-0.822265
0.43652,-0.822266
0.43652,-0.822266
0.43653,-0.866211
0.43652,-0.86621
0.43653,-0.866211
0.43652,-0.866211
0.4375,-0.858398
0.4375,-0.858399
0.4375,-0.858398
0.4375,-0.858399
0.43652,-0.802734
0.43653,-0.802735
0.43652,-0.802734
0.43652,-0.802735
0.43652,-0.701172
0.43653,-0.701171
0.43652,-0.701172
0.43652,-0.701172
0.43653,-0.566406
0.43652,-0.566406
0.43653,-0.566407
0.43652,-0.566406
0.43652,-0.40332
0.43653,-0.40332
0.43652,-0.403321
0.43652,-0.40332
0.43652,-0.225586
0.43653,-0.225586
0.43652,-0.225586
0.43652,-0.225586
0.43653,-0.04394
0.43652,-0.04395
0.43653,-0.04395
0.43652,-0.04394
0.43652,0.132813
0.43653,0.132812
0.43652,0.132813
0.43652,0.132812
0.43653,0.293945
0.43652,0.293946
0.43653,0.293945
0.43652,0.293945
0.43652,0.428711
0.43653,0.428711
0.43652,0.428711
0.43652,0.428711
0.43652,0.533203
0.43653,0.533203
0.43652,0.533203
0.43652,0.533203
0.43653,0.602539
0.43652,0.602539
0.43653,0.602539
0.43652,0.602539
0.43652,0.633789
0.43653,0.63379
0.43652,0.633789
0.43652,0.633789
0.43652,0.625977
0.43653,0.625976
0.43652,0.625977
0.43652,0.625976
0.43653,0.583008
0.43652,0.583008
0.43653,0.583007
0.43652,0.583008
0.43652,0.509766
0.43653,0.509766
0.43652,0.509765
0.43652,0.509766
0.43653,0.408203
0.43652,0.408203
0.43653,0.408203
0.43652,0.408203
0.43652,0.290039
0.43653,0.290039
0.43652,0.290039
0.43652,0.290039
0.43652,0.15918
0.43653,0.159179
0.43652,0.15918
0.43652,0.15918
0.43653,0.02637
0.43652,0.02637
0.43653,0.02637
0.43652,0.02637
0.43652,-0.101562
0.43653,-0.101563
0.43652,-0.101562
0.43652,-0.101563
0.43652,-0.21875
0.43653,-0.21875
0.43652,-0.21875
0.43652,-0.21875
0.43653,-0.317383
0.43652,-0.317382
0.43653,-0.317383
0.43652,-0.317383
0.43652,-0.391602
0.43653,-0.391601
0.43652,-0.391602
0.43652,-0.391602
0.43653,-0.442383
0.43652,-0.442382
0.43653,-0.442383
0.43652,-0.442383
0.43652,-0.46289
0.43653,-0.462891
0.43652,-0.46289
0.43652,-0.462891
0.43652,-0.456055
0.43653,-0.456055
0.43652,-0.456054
0.43652,-0.456055
0.43653,-0.424805
0.43652,-0.424804
0.43653,-0.424805
0.43652,-0.424805
0.43652,-0.36914
0.43653,-0.369141
0.43652,-0.36914
0.43652,-0.369141
0.43652,-0.294922
0.43653,-0.294922
0.43652,-0.294922
0.43652,-0.294922
0.43653,-0.208008
0.43652,-0.208007
0.43653,-0.208008
0.43652,-0.208008
0.43652,-0.112305
0.43653,-0.112304
0.43652,-0.112305
0.43652,-0.112305
0.43653,-0.01563
0.43652,-0.01563
0.43653,-0.01563
0.43652,-0.01563
0.43652,0.07813
0.43653,0.07813
0.43652,0.07813
0.43652,0.07813
0.43652,0.163086
0.43653,0.163086
0.43652,0.163086
0.43652,0.163086
0.43653,0.234375
0.43652,0.234375
0.43653,0.234375
0.43652,0.234375
0.43652,0.288086
0.43653,0.288086
0.43652,0.288086
0.43652,0.288086
0.43652,0.323242
0.43653,0.323242
0.43652,0.323242
0.43652,0.323242
0.43653,0.338867
0.43652,0.338868
0.43653,0.338867
0.43652,0.338867
